id;userName;userImage;date;url;score;title;text
gp:AOqpTOHgLFodH5H4k9F990M2sH3AuJyu2L0wF-IFQprLn-AlnuPWKUIAGAsSVlHhQCNyzlGOjI15f3nJ8YvDvjQ;;February 4, 2017;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPSGdMRm9kSDVINGs5Rjk5ME0yc0gzQXVKeXUyTDB3Ri1JRlFwckxuLUFsbnVQV0tVSUFHQXNTVmxIaFFDTnl6bEdPakkxNWYzbko4WXZEdmpR;5;;So satisfied with this
gp:AOqpTOELV3eVHkKcKYFTSc2gl45gcU1VMeTGuwjUYvL7OjUdON6v5DPJ3NEBCp8i5l14wdYHVBIubwyZx-sbPqA;A Google User;September 3, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPRUxWM2VWSGtLY0tZRlRTYzJnbDQ1Z2NVMVZNZVRHdXdqVVl2TDdPalVkT042djVEUEozTkVCQ3A4aTVsMTR3ZFlIVkJJdWJ3eVp4LXNiUHFB;5;Awesome;This app is so user friendly and is probably one of the best on the market and it's free. You can get all your wallpapers to games in one app.
gp:AOqpTOEP2Rv6L0Y4ZElLz8AEYwJxWPE4eVKnBGSkzflMME1m79WvaD9Vnal0JnEm6d_0J-qOrXJPAcaOHfM0XCg;A Google User;August 10, 2013;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPRVAyUnY2TDBZNFpFbEx6OEFFWXdKeFdQRTRlVktuQkdTa3pmbE1NRTFtNzlXdmFEOVZuYWwwSm5FbTZkXzBKLXFPclhKUEFjYU9IZk0wWENn;5;5 stars!!  An essential download for Android;If you download any apps this should be one of them
gp:AOqpTOG8xw-B7xV6WgGCZbXhElOrmQLXmuzvqQH-hJwjOpLu8YsUTdwBXHL6bzCNXirJV0R3869ZNWJxhQlVGyo;A Google User;June 10, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPRzh4dy1CN3hWNldnR0NaYlhoRWxPcm1RTFhtdXp2cVFILWhKd2pPcEx1OFlzVVRkd0JYSEw2YnpDTlhpckpWMFIzODY5Wk5XSnhoUWxWR3lv;5;Awesome;Can find anything you want.
gp:AOqpTOGEC_EWClbyJCHInEPMP3by1mIx15Dt748L-co9dCMkgD2Yj1wpXIRzj0_qmh5uEbbXOvL1BmRz5wpWC8s;A Google User;May 25, 2016;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPR0VDX0VXQ2xieUpDSEluRVBNUDNieTFtSXgxNUR0NzQ4TC1jbzlkQ01rZ0QyWWoxd3BYSVJ6ajBfcW1oNXVFYmJYT3ZMMUJtUno1d3BXQzhz;5;;Best ringtone
gp:AOqpTOGLX0gwNNcn7PyiLfWwDTQGDmM2N2OI2_WFajLWBeKgYbZ8F3wCuYZNVgIGIszMOoqqznp7GyXnwO2B5YE;A Google User;December 29, 2013;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPR0xYMGd3Tk5jbjdQeWlMZld3RFRRR0RtTTJOMk9JMl9XRmFqTFdCZUtnWWJaOEYzd0N1WVpOVmdJR0lzek1Pb3Fxem5wN0d5WG53TzJCNVlF;5;;Best app ever for wallpapers...Go Zedge Go..!!
gp:AOqpTOGNba8lHOEwzqFfg0dT-j19EsmF3DNRi9D42BWEmmrp_BfggUWQ62V4WYEzQF163OI-yQbcgkU_kf0Uikw;A Google User;January 11, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPR05iYThsSE9Fd3pxRmZnMGRULWoxOUVzbUYzRE5SaTlENDJCV0VtbXJwX0JmZ2dVV1E2MlY0V1lFelFGMTYzT0kteVFiY2drVV9rZjBVaWt3;5;Awesome!;Lots of Bollywood stuff but all in all good stuff.
gp:AOqpTOGGD7QSaNZLcupmq6uSqKJIS2X5Y1JO0Yu7F2neB8AFuCRuWNn6Gv-Gf_1b7gwOlSR3bOTG8yCBIMpPWXA;A Google User;January 26, 2013;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPR0dEN1FTYU5aTGN1cG1xNnVTcUtKSVMyWDVZMUpPMFl1N0YybmVCOEFGdUNSdVdObjZHdi1HZl8xYjdnd09sU1IzYk9URzh5Q0JJTXBQV1hB;5;Great;Great
gp:AOqpTOHkjpl4tBYlUr1a71whBbPiEk1utuMCy16zQ12Ru7rG1nm82x9IxOxlKoDqgeViDZKp48dpQTgTsPEbzWM;A Google User;September 16, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPSGtqcGw0dEJZbFVyMWE3MXdoQmJQaUVrMXV0dU1DeTE2elExMlJ1N3JHMW5tODJ4OUl4T3hsS29EcWdlVmlEWktwNDhkcFFUZ1RzUEVieldN;5;!;Its award-winning
gp:AOqpTOExrWpcjevq2sTkfg9F8ToXNL-O6liVOOPGUQiBvo5exhmYbIH9WNNzeUS97RVW41Y36rtLIkw70jZZR2w;Brandon Woods;November 6, 2016;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPRXhyV3BjamV2cTJzVGtmZzlGOFRvWE5MLU82bGlWT09QR1VRaUJ2bzVleGhtWWJJSDlXTk56ZVVTOTdSVlc0MVkzNnJ0TElrdzcwalpaUjJ3;5;Its dagum awesome;Dagum awesome
gp:AOqpTOGiTshEwUPopVrN3Kmk-eVVo749QcHR496fOthmkTUOmX9UaeXQfTaP2Wdswf9oB7ZGdPeoex8S6krV534;A Google User;May 4, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPR2lUc2hFd1VQb3BWck4zS21rLWVWVm83NDlRY0hSNDk2Zk90aG1rVFVPbVg5VWFlWFFmVGFQMldkc3dmOW9CN1pHZFBlb2V4OFM2a3JWNTM0;5;Great application;Great application
gp:AOqpTOHh8A6VVHkfy7IiRKGXGutTh07PBG3nTVML9WYQJV4qaNhcZzRu58AnYma8eQEhwSzyz7RhHAyPtkIBhxU;Ayoade Oladipo;July 26, 2017;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPSGg4QTZWVkhrZnk3SWlSS0dYR3V0VGgwN1BCRzNuVFZNTDlXWVFKVjRxYU5oY1p6UnU1OEFuWW1hOGVRRWh3U3p5ejdSaEhBeVB0a0lCaHhV;5;;Very ok
gp:AOqpTOEc3UdnYHejWdu0jpOm_bKzEU48Yu5k-4dMUk9OM-i97sKw4PrJAsY7zziMw2DyOCFDcGBkXjuXYiYhExM;A Google User;October 13, 2014;https://play.google.com/store/apps/details?id=net.zedge.android&reviewId=Z3A6QU9xcFRPRWMzVWRuWUhlaldkdTBqcE9tX2JLekVVNDhZdTVrLTRkTVVrOU9NLWk5N3NLdzRQckpBc1k3enppTXcyRHlPQ0ZEY0dCa1hqdVhZaVloRXhN;5;;Best !
